path	sentence	client_id	translation	split
common_voice_en_19265662.mp3	"He was a co-executive producer and writer for the Starz drama series ""Crash""."	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	스타즈 드라마 시리즈 '크래시'의 공동 총괄 프로듀서 겸 작가로 활동했습니다.	train
common_voice_en_19265663.mp3	The whole film was shot in Rajasthan.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	영화 전체가 라자스탄에서 촬영되었습니다.	train
common_voice_en_19265665.mp3	The town is very small with very little infrastructure.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	이 마을은 인프라가 거의 없는 매우 작은 마을입니다.	train
common_voice_en_19265666.mp3	"Mystique's Freedom Force attacks them at Liberty Island."	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	미스틱의 자유 부대가 리버티 섬에서 그들을 공격합니다.	train
common_voice_en_19265667.mp3	Flex goes for test-drives with them in their favorite backseat paradise.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	Flex는 아이들이 좋아하는 뒷좌석 천국에서 아이들과 함께 시승을 떠납니다.	train
common_voice_en_19265669.mp3	"He then established an Anglo-Australian consultancy company, ""Wilksch Aero""."	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	그 후 그는 영-호주 컨설팅 회사인 '윌크쉬 에어로'를 설립했습니다.	train
common_voice_en_19265675.mp3	In his farewell speech at Johannesburg he concluded with a reference to the subject.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	요하네스버그에서의 고별 연설에서 그는 이 주제에 대한 언급으로 마무리했습니다.	train
common_voice_en_19265677.mp3	These bases have runways and buildings, but only a caretaker staff.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	이 기지에는 활주로와 건물이 있지만 관리 직원만 있습니다.	train
common_voice_en_19265678.mp3	The government set out principles on how to use the flag.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	정부는 국기 사용 방법에 대한 원칙을 정했습니다.	train
common_voice_en_19265681.mp3	Gwenllian grew to be strikingly beautiful.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	그웬리언은 놀라울 정도로 아름답게 자랐습니다.	train
common_voice_en_19265682.mp3	It is the longest-running prime-time animated series and longest-running sitcom in the United States.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	미국에서 가장 오래 방영되고 있는 프라임타임 애니메이션 시리즈이자 최장수 시트콤입니다.	train
common_voice_en_19265683.mp3	There are two schools in the town, a primary school and a secondary school.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	이 마을에는 초등학교와 중등학교 두 곳이 있습니다.	train
common_voice_en_19265684.mp3	"Subsequently, Americans Henry Wise and Joseph Coconower succeeded Workman as the school's principal."	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	그 후 미국인 헨리 와이즈와 조셉 코코너가 워크맨의 뒤를 이어 학교의 교장으로 부임했습니다.	train
common_voice_en_19265686.mp3	After the Armistice, Mackensen was interned for a year.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	휴전 후 매켄슨은 1년 동안 감금되었습니다.	train
common_voice_en_19265687.mp3	Both studies produced copious new data and publications on palms.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	두 연구 모두 손바닥에 관한 방대한 양의 새로운 데이터와 출판물을 만들어냈습니다.	train
common_voice_en_19265689.mp3	Taylor was a strong supporter of the strike in private sector bargaining.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	테일러는 민간 부문 교섭에서 파업을 강력하게 지지했습니다.	train
common_voice_en_19265690.mp3	Despite his best efforts, he was hampered by insufficient funds.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	최선의 노력에도 불구하고 그는 자금 부족으로 어려움을 겪었습니다.	train
common_voice_en_19265692.mp3	Produced by him, it includes a collaboration with Beck.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	그가 직접 제작한 이 영상에는 벡과의 협업이 포함되어 있습니다.	train
common_voice_en_19265696.mp3	It also improves the outward appearance of many fruits, making them brighter and healthier-looking.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	또한 많은 과일의 외관을 개선하여 더 밝고 건강해 보이게 합니다.	train
common_voice_en_19265697.mp3	"Ligtenberg is the current pitching coach for the independent American Association's Saint Paul Saints."	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	리그텐버그는 현재 미국 독립구단 세인트 폴 세인츠의 투수 코치입니다.	train
common_voice_en_19265698.mp3	Some racetracks are specifically configured in a long straight, namely drag racing.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	일부 레이싱 트랙은 드래그 레이싱과 같이 긴 직선 구간으로 특별히 구성되어 있습니다.	train
common_voice_en_19265699.mp3	This particular feature would be quickly adapted by the comics.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	이 특정 기능은 만화에 빠르게 적용될 수 있습니다.	train
common_voice_en_19265702.mp3	Sometimes billing time is broken down to every third of a minute.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	청구 시간이 1/3분 단위로 세분화되는 경우도 있습니다.	train
common_voice_en_19265703.mp3	His younger sister is American actress Gretchen Egolf.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	그의 여동생은 미국 배우 그레첸 이골프입니다.	train
common_voice_en_19265705.mp3	"The value of ""y"" can be varied, to include different oleums."	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	""y"의 값은 다양한 올레움을 포함하도록 변경할 수 있습니다."	train
common_voice_en_19265707.mp3	Watches are traditionally four hours long.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	시계는 일반적으로 4시간 길이입니다.	train
common_voice_en_19265709.mp3	The title of the show was also kept under wraps as well.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	쇼의 제목도 비밀에 부쳐졌습니다.	train
common_voice_en_19265710.mp3	There follow examples of the corresponding conjugation in Spanish.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	다음은 스페인어로 해당 활용법의 예입니다.	train
common_voice_en_19265711.mp3	The concerts of major dangdut stars are also broadcast on television.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	주요 댕댕이 스타들의 콘서트는 텔레비전으로도 중계됩니다.	train
common_voice_en_19265712.mp3	Bonaire, Saba, and Sint Eustatius became special municipalities of the Netherlands.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	보네르, 사바, 신트 유스타티우스는 네덜란드의 특별 자치단체가 되었습니다.	train
common_voice_en_19265713.mp3	"All of the conference's members throughout its history have been private schools."	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	컨퍼런스 역사상 모든 회원은 사립 학교였습니다.	train
common_voice_en_19265720.mp3	Both have strong spicy flavour.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	둘 다 매운맛이 강합니다.	train
common_voice_en_19265721.mp3	There are some gameplay differences however.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	하지만 게임 플레이에는 몇 가지 차이점이 있습니다.	train
common_voice_en_19265722.mp3	There he was able to use the telescope at Yerkes Observatory.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	그곳에서 그는 예르케스 천문대의 망원경을 사용할 수 있었습니다.	train
common_voice_en_19265724.mp3	It was included in the Mississippi Territory.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	미시시피 영토에 포함되었습니다.	train
common_voice_en_19290873.mp3	"Zuo's successes continued."	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	주오의 성공은 계속되었습니다.	train
common_voice_en_19290874.mp3	However, the area has more ancient roots.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	하지만 이 지역은 더 오래된 뿌리를 가지고 있습니다.	train
common_voice_en_19290875.mp3	As a result, Exelon serves as the parent company of Delmarva Power.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	그 결과 엑셀론은 델마바 파워의 모회사 역할을 하고 있습니다.	train
common_voice_en_19290877.mp3	More commonly, the mesohyl is stiffened by mineral spicules, by spongin fibers or both.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	더 일반적으로, 메소힐은 미네랄 스피큘, 스폰지 섬유 또는 둘 다에 의해 경화됩니다.	train
common_voice_en_19290894.mp3	Military versions of the Gamma saw combat with Chinese and Spanish Republican air forces.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	군용 버전의 감마는 중국 및 스페인 공군과의 전투를 목격했습니다.	train
common_voice_en_19290899.mp3	Together they studied the plants in and around Paris.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	그들은 함께 파리와 그 주변의 식물을 연구했습니다.	train
common_voice_en_19290901.mp3	The population is of the Bulu clan, part of the Beti-Pahuin tribe.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	인구는 베티-파후인 부족의 일부인 불루 부족입니다.	train
common_voice_en_19290902.mp3	An anamnestic response in medicine is a delayed immunologic response.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	의학에서 기억상실 반응은 지연된 면역학적 반응을 말합니다.	train
common_voice_en_19290918.mp3	Note that these should not be called concentrations.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	이를 농도라고 부르면 안 된다는 점에 유의하세요.	train
common_voice_en_19290919.mp3	Once again her crew saved their ship, controlling flooding with skill and determination.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	다시 한 번 승무원들은 기술과 결단력으로 홍수를 통제하며 배를 구했습니다.	train
common_voice_en_19290920.mp3	Young began her professional career in Detroit, Michigan.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	Young은 미시간주 디트로이트에서 커리어를 시작했습니다.	train
common_voice_en_19290922.mp3	This new building was designed around the original auditorium, Cringan Hall.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	이 새 건물은 기존 강당인 크링건 홀을 중심으로 설계되었습니다.	train
common_voice_en_19290938.mp3	Targeting the mass market for women.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	여성을 대상으로 한 대중 시장 공략.	train
common_voice_en_19290939.mp3	Nothing would work without spiritual, cultural, and educational freedom.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	정신적, 문화적, 교육적 자유 없이는 아무것도 작동하지 않습니다.	train
common_voice_en_19290940.mp3	Harold Moore was the caretaker of the area used by Davey employees for recreation.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	해롤드 무어는 데이비 직원들이 레크리에이션을 위해 사용하는 공간의 관리인이었습니다.	train
common_voice_en_19290942.mp3	It features a pressurized cockpit, a G-tolerance enhancement system and dual zero-zero ejection seats.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	가압식 콕핏, G-토러런스 향상 시스템, 듀얼 제로 이젝션 시트가 특징입니다.	train
common_voice_en_19290982.mp3	The next morning, Ste panics and leaves before Jamie awakens, avoiding him for days.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	다음 날 아침, 스테는 당황한 나머지 제이미가 깨어나기도 전에 자리를 떠나 며칠 동안 그를 피해 다닙니다.	train
common_voice_en_19291008.mp3	He is currently the head coach of Nantes.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	현재 낭트의 감독으로 재직 중입니다.	train
common_voice_en_19291013.mp3	Beyond Bishop Auckland, the railway line continues as the re-opened heritage Weardale Railway.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	비숍 오클랜드 너머로 철로는 재개장한 유산인 웨어데일 철도로 이어집니다.	train
common_voice_en_19291059.mp3	The flag of the Qing Dynasty was flown on Fort Island.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	포트 아일랜드에는 청나라 국기가 휘날렸습니다.	train
common_voice_en_19291061.mp3	Noise shaping works by putting the quantization error in a feedback loop.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	노이즈 셰이핑은 양자화 오류를 피드백 루프에 넣는 방식으로 작동합니다.	train
common_voice_en_19291064.mp3	After his diary is publicized, Franken is forced to resign.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	일기가 공개되자 프랑켄은 어쩔 수 없이 사임하게 됩니다.	train
common_voice_en_19291066.mp3	They had only one daughter.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	그들에게는 딸이 하나뿐이었습니다.	train
common_voice_en_19291088.mp3	I just find it a bit bombastic.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	좀 과한 것 같아서요.	train
common_voice_en_19291089.mp3	The area was historically known as Marsden.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	이 지역은 역사적으로 마스덴으로 알려졌습니다.	train
common_voice_en_19291090.mp3	Today many Lowell residents rely on Parkersburg and Marietta for jobs and shopping.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	오늘날 많은 로웰 주민들은 일자리와 쇼핑을 위해 파커스버그와 마리에타에 의존하고 있습니다.	train
common_voice_en_19291092.mp3	Jews who converted to another religion can also be denied the right of return.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	다른 종교로 개종한 유대인도 귀환할 권리가 거부될 수 있습니다.	train
common_voice_en_19291095.mp3	The style of the architecture has been described as Modern Colonial.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	건축 양식은 모던 콜로니얼로 묘사되었습니다.	train
common_voice_en_19291103.mp3	In practice, this is usually the leader of the largest party in Parliament.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	실제로는 일반적으로 의회에서 가장 큰 정당의 지도자입니다.	train
common_voice_en_19291104.mp3	This flight is still the longest by an aircraft with a single piston engine.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	이 비행은 단일 피스톤 엔진을 장착한 항공기 중에서는 여전히 가장 긴 비행입니다.	train
common_voice_en_19291105.mp3	Hitchcock considered it to be one of his worst films and a disaster.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	히치콕은 이 영화를 최악의 영화이자 재앙이라고 생각했습니다.	train
common_voice_en_19291106.mp3	Some Huron decided to go and meet the Europeans.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	일부 휴런은 유럽인들을 만나러 가기로 결정했습니다.	train
common_voice_en_19291107.mp3	Because of this, many of its historical homes have water damage.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	이 때문에 역사적인 주택 중 상당수가 침수 피해를 입었습니다.	train_covost
common_voice_en_19291158.mp3	"He is from the planet Tadsilweny and is accompanied by ""superclone"" security men."	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	그는 타드실웨니 행성에서 왔으며 '슈퍼클론' 보안 요원들과 동행합니다.	train
common_voice_en_19291159.mp3	Wu Shifan committed suicide in December and the rebels surrendered the following day.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	우시판은 12월에 자살했고 반군은 다음 날 항복했습니다.	train_covost
common_voice_en_19291161.mp3	Weight missed the remainder of the Finals with a shoulder injury.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	웨이트는 어깨 부상으로 남은 결승전에 불참했습니다.	train
common_voice_en_19291195.mp3	They were Charles Gavan Duffy, its first editor; Thomas Davis, and John Blake Dillon.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	초대 편집자인 찰스 개번 더피와 토마스 데이비스, 존 블레이크 딜런이 그 주인공입니다.	train
common_voice_en_19291273.mp3	"The ""Financial Times"" describes him as one of Vladimir Putin's ""most loyal lieutenants""."	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	""파이낸셜 타임즈"는 그를 블라디미르 푸틴의 ‘가장 충성스러운 측근’ 중 한 명으로 묘사합니다."	train
common_voice_en_19291275.mp3	Throughout his life Wyndsore acquired estates in many parts of the kingdom.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	평생 동안 윈드소어는 왕국 곳곳에 영지를 획득했습니다.	train
common_voice_en_19291277.mp3	There are actually several versions of the Pictish Chronicle.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	실제로 픽티시 크로니클에는 여러 버전이 있습니다.	train
common_voice_en_19291314.mp3	The Iton river flows through the commune.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	이튼 강이 코뮌을 가로질러 흐릅니다.	train_covost
common_voice_en_19291324.mp3	The remainder of the township is served by individual wells located on individual parcels.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	마을의 나머지 지역은 개별 구획에 위치한 개별 우물에서 물을 공급받습니다.	train
common_voice_en_19291327.mp3	An example crowbar circuit is shown to the right.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	오른쪽에 지렛대 회로의 예가 나와 있습니다.	train
common_voice_en_19291329.mp3	The city was built on the rich iron ore of the Mesabi Iron Range.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	이 도시는 메사비 철산맥의 풍부한 철광석 위에 세워졌습니다.	train
common_voice_en_19291378.mp3	It was completed in seven takes, four of which were complete.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	총 7번의 테이크로 제작되었으며, 그 중 4번은 완성되었습니다.	train
common_voice_en_19291380.mp3	Newton would draw Aquaman off and on for the next three years.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	뉴턴은 이후 3년 동안 아쿠아맨을 그렸다가 그만두기도 했습니다.	train
common_voice_en_19291381.mp3	That show was my life.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	그 쇼는 제 인생이었어요.	train
common_voice_en_19291382.mp3	John attempted to mediate but Amalric would not back down.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	존은 중재를 시도했지만 아말릭은 물러서지 않았습니다.	train
common_voice_en_19291420.mp3	Trotter was the subject of a number of lawsuits.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	트로터는 여러 건의 소송의 대상이 되었습니다.	train
common_voice_en_19291425.mp3	Justice Frankfurter delivered the opinion of the Court.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	프랑크푸르터 판사는 법원의 의견을 전달했습니다.	train
common_voice_en_19291473.mp3	The Butcher group and the Butcher tableau are named after him.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	도살자 그룹과 도살자 표는 그의 이름을 따서 명명되었습니다.	train
common_voice_en_19291474.mp3	For example, chickens establish a social order within the group based on pecking behaviors.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	예를 들어 닭은 쪼는 행동을 기반으로 그룹 내에서 사회 질서를 확립합니다.	train
common_voice_en_19291475.mp3	Traditionally, the live action will be printed out frame by frame and registered.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	기존에는 라이브 액션을 프레임 단위로 인쇄하여 등록했습니다.	train
common_voice_en_19291476.mp3	Lowry had his best years in Florida.	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	라우리는 플로리다에서 최고의 전성기를 보냈습니다.	train
common_voice_en_19291477.mp3	"The event is termed ""Sloss Fright Furnace""."	7963691c43c8cc498c58f117527522bf772c76c38530570bc55ef04834f67fb7a9227bd0fa1f13e64e8de1cde6594f3501e172ab86559697c08726cac26f4c6f	이 이벤트는 "슬러시 공포의 용광로"라고 불립니다.	train
